id,city,title,rent_raw,size_raw,rent,size,size_norm
1003497,München,Real Market Listing,1190.0,36.0,1190.0,36.0,0.5133928571428571
1003010,Berlin,Real Market Listing,790.0,51.27,790.0,51.27,0.8232548701298703
1005898,Köln,Real Market Listing,420.0,41.0,420.0,41.0,0.6148538961038961
1004635,München,Real Market Listing,850.0,23.0,850.0,23.0,0.24959415584415584
1001407,Köln,Real Market Listing,765.0,45.0,765.0,45.0,0.6960227272727272
1006024,Köln,Real Market Listing,895.0,46.0,895.0,46.0,0.716314935064935
1004384,Berlin,Real Market Listing,695.0,44.62,695.0,44.62,0.6883116883116883
1004560,München,Real Market Listing,785.0,31.0,785.0,31.0,0.4119318181818182
1002157,Berlin,Real Market Listing,448.0,18.0,448.0,18.0,0.1481331168831169
1001345,Hamburg,Real Market Listing,850.0,50.0,850.0,50.0,0.7974837662337662
1002272,Hamburg,Real Market Listing,480.0,35.0,480.0,35.0,0.49310064935064934
1001170,Potsdam,Real Market Listing,454.0,48.0,454.0,48.0,0.7568993506493505
1004192,Berlin,Real Market Listing,459.0,37.03,459.0,37.03,0.5342938311688312
1003231,Köln,Real Market Listing,800.0,58.0,800.0,58.0,0.9598214285714285
1000837,Berlin,Real Market Listing,720.0,52.0,720.0,52.0,0.8380681818181818
1003509,Hamburg,Real Market Listing,600.0,15.0,600.0,15.0,0.08725649350649352
1000696,Hamburg,Real Market Listing,445.0,40.71,445.0,40.71,0.6089691558441559
1005990,Berlin,Real Market Listing,540.0,23.5,540.0,23.5,0.25974025974025977
1005117,Hamburg,Real Market Listing,820.5,59.9,820.5,59.9,0.9983766233766234
1001153,Berlin,Real Market Listing,489.09,28.91,489.09,28.91,0.36952110389610393
1001322,Berlin,Real Market Listing,850.0,56.0,850.0,56.0,0.9192370129870129
1005557,Berlin,Real Market Listing,639.0,58.34,639.0,58.34,0.9667207792207793
1001412,Berlin,Real Market Listing,481.25,57.87,481.25,57.87,0.9571834415584416
1002775,Berlin,Real Market Listing,500.0,18.2,500.0,18.2,0.15219155844155843
1000185,Köln,Real Market Listing,710.59,38.09,710.59,38.09,0.5558035714285715
1000756,Hamburg,Real Market Listing,495.0,30.0,495.0,30.0,0.39163961038961037
1000491,Berlin,Real Market Listing,600.0,58.4,600.0,58.4,0.9679383116883117
1006072,Köln,Real Market Listing,695.0,26.0,695.0,26.0,0.3104707792207792
1002732,München,Real Market Listing,950.0,51.31,950.0,51.31,0.8240665584415584
1000530,Berlin,Real Market Listing,380.0,36.0,380.0,36.0,0.5133928571428571
1000507,München,Real Market Listing,900.0,57.0,900.0,57.0,0.9395292207792207
1001379,Hamburg,Real Market Listing,675.0,40.31,675.0,40.31,0.6008522727272728
1002764,Berlin,Real Market Listing,438.69,45.47,438.69,45.47,0.7055600649350648
1001193,Berlin,Real Market Listing,1236.65,46.67,1236.65,46.67,0.7299107142857142
1005781,München,Real Market Listing,1140.0,35.0,1140.0,35.0,0.49310064935064934
1000584,München,Real Market Listing,730.0,22.1,730.0,22.1,0.23133116883116886
1002699,Hamburg,Real Market Listing,430.0,35.68,430.0,35.68,0.5068993506493507
1003686,Berlin,Real Market Listing,599.0,39.12,599.0,39.12,0.5767045454545454
1002879,München,Real Market Listing,800.0,20.0,800.0,20.0,0.18871753246753248
1000408,München,Real Market Listing,690.0,13.0,690.0,13.0,0.046672077922077934
1000107,Berlin,Real Market Listing,421.77,47.0,421.77,47.0,0.7366071428571428
1000156,Berlin,Real Market Listing,1230.0,40.0,1230.0,40.0,0.5945616883116883
1002718,Berlin,Real Market Listing,544.92,28.68,544.92,28.68,0.3648538961038961
1001253,München,Real Market Listing,1450.0,40.0,1450.0,40.0,0.5945616883116883
1003488,Hamburg,Real Market Listing,550.0,50.0,550.0,50.0,0.7974837662337662
1004581,Berlin,Real Market Listing,499.0,42.0,499.0,42.0,0.6351461038961039
1005900,München,Real Market Listing,600.0,24.6,600.0,24.6,0.2820616883116884
1006313,Berlin,Real Market Listing,900.26,54.54,900.26,54.54,0.8896103896103896
1005012,Berlin,Real Market Listing,560.0,45.0,560.0,45.0,0.6960227272727272
1005764,Berlin,Real Market Listing,252.81,32.6,252.81,32.6,0.44439935064935066
1001103,Berlin,Real Market Listing,660.0,42.88,660.0,42.88,0.6530032467532468
1004267,Hamburg,Real Market Listing,979.0,58.0,979.0,58.0,0.9598214285714285
1001730,Köln,Real Market Listing,619.0,33.0,619.0,33.0,0.4525162337662338
1000012,München,Real Market Listing,1250.0,29.0,1250.0,29.0,0.3713474025974026
1005150,Köln,Real Market Listing,640.0,58.0,640.0,58.0,0.9598214285714285
1001609,Berlin,Real Market Listing,710.0,47.34,710.0,47.34,0.7435064935064934
1001471,Berlin,Real Market Listing,536.08,20.5,536.08,20.5,0.19886363636363638
1000893,Köln,Real Market Listing,850.0,25.0,850.0,25.0,0.29017857142857145
1002955,Berlin,Real Market Listing,790.0,12.0,790.0,12.0,0.026379870129870142
1004751,Berlin,Real Market Listing,950.0,56.0,950.0,56.0,0.9192370129870129
1003745,Hamburg,Real Market Listing,479.0,36.0,479.0,36.0,0.5133928571428571
1004237,Hamburg,Real Market Listing,1081.0,47.0,1081.0,47.0,0.7366071428571428
1004706,Hamburg,Real Market Listing,569.0,35.6,569.0,35.6,0.505275974025974
1005622,München,Real Market Listing,1200.0,48.0,1200.0,48.0,0.7568993506493505
1002350,Berlin,Real Market Listing,670.0,42.66,670.0,42.66,0.6485389610389609
1005908,München,Real Market Listing,850.0,44.0,850.0,44.0,0.6757305194805194
1004196,Köln,Real Market Listing,365.75,56.0,365.75,56.0,0.9192370129870129
1001732,München,Real Market Listing,1030.0,30.33,1030.0,30.33,0.3983360389610389
1005698,Berlin,Real Market Listing,599.0,45.3,599.0,45.3,0.7021103896103895
1000308,Hamburg,Real Market Listing,460.0,19.0,460.0,19.0,0.16842532467532467
1000071,Köln,Real Market Listing,290.0,26.0,290.0,26.0,0.3104707792207792
1002337,Berlin,Real Market Listing,1016.82,56.49,1016.82,56.49,0.9291801948051949
1005775,Berlin,Real Market Listing,675.0,27.0,675.0,27.0,0.330762987012987
1001204,München,Real Market Listing,1100.0,40.0,1100.0,40.0,0.5945616883116883
1002874,Berlin,Real Market Listing,478.2,31.88,478.2,31.88,0.429788961038961
1006341,Köln,Real Market Listing,1350.0,26.0,1350.0,26.0,0.3104707792207792
1004001,Berlin,Real Market Listing,800.0,50.0,800.0,50.0,0.7974837662337662
1005823,Berlin,Real Market Listing,466.48,54.88,466.48,54.88,0.8965097402597404
1002510,München,Real Market Listing,1320.0,59.0,1320.0,59.0,0.9801136363636362
1002549,München,Real Market Listing,1200.0,35.0,1200.0,35.0,0.49310064935064934
1004678,Köln,Real Market Listing,300.0,30.0,300.0,30.0,0.39163961038961037
1005152,Berlin,Real Market Listing,432.0,39.23,432.0,39.23,0.5789366883116882
1006505,Berlin,Real Market Listing,385.0,35.0,385.0,35.0,0.49310064935064934
1003975,Berlin,Real Market Listing,825.0,53.0,825.0,53.0,0.8583603896103895
1001192,Berlin,Real Market Listing,868.0,54.25,868.0,54.25,0.8837256493506492
1004860,München,Real Market Listing,1280.0,43.37,1280.0,43.37,0.6629464285714286
1004957,München,Real Market Listing,1155.0,52.5,1155.0,52.5,0.8482142857142856
1005648,Hamburg,Real Market Listing,650.0,57.0,650.0,57.0,0.9395292207792207
1004141,Berlin,Real Market Listing,1120.0,56.0,1120.0,56.0,0.9192370129870129
1003166,Köln,Real Market Listing,320.0,28.0,320.0,28.0,0.3510551948051948
1002254,Berlin,Real Market Listing,339.0,36.0,339.0,36.0,0.5133928571428571
1000325,Köln,Real Market Listing,330.0,25.0,330.0,25.0,0.29017857142857145
1005314,Hamburg,Real Market Listing,745.0,58.0,745.0,58.0,0.9598214285714285
1003204,Berlin,Real Market Listing,700.0,30.5,700.0,30.5,0.4017857142857143
1003196,Berlin,Real Market Listing,430.0,42.0,430.0,42.0,0.6351461038961039
1002233,Berlin,Real Market Listing,797.5,55.0,797.5,55.0,0.8989448051948051
1002843,Hamburg,Real Market Listing,700.0,29.39,700.0,29.39,0.37926136363636365
1001888,Berlin,Real Market Listing,630.0,50.03,630.0,50.03,0.7980925324675324
1001172,Berlin,Real Market Listing,534.0,29.66,534.0,29.66,0.38474025974025977
1004245,Hamburg,Real Market Listing,575.5,56.89,575.5,56.89,0.9372970779220778
1001383,Berlin,Real Market Listing,401.0,40.1,401.0,40.1,0.5965909090909092
1004195,Köln,Real Market Listing,525.0,35.0,525.0,35.0,0.49310064935064934
1004105,München,Real Market Listing,1200.0,53.87,1200.0,53.87,0.8760146103896104
1005072,Berlin,Real Market Listing,501.3,45.49,501.3,45.49,0.7059659090909092
1002057,Köln,Real Market Listing,655.0,56.1,655.0,56.1,0.9212662337662338
1003032,Berlin,Real Market Listing,671.0,44.75,671.0,44.75,0.6909496753246752
1001294,Berlin,Real Market Listing,670.0,39.94,670.0,39.94,0.5933441558441558
1004610,München,Real Market Listing,567.29,39.95,567.29,39.95,0.593547077922078
1004508,Köln,Real Market Listing,400.0,32.6,400.0,32.6,0.44439935064935066
1001351,Berlin,Real Market Listing,485.0,42.72,485.0,42.72,0.6497564935064934
1001729,Hamburg,Real Market Listing,307.0,23.61,307.0,23.61,0.2619724025974026
1006106,Berlin,Real Market Listing,549.72,50.9,549.72,50.9,0.8157467532467533
1003734,Berlin,Real Market Listing,1000.0,50.0,1000.0,50.0,0.7974837662337662
1000336,Berlin,Real Market Listing,320.0,28.0,320.0,28.0,0.3510551948051948
1001231,Köln,Real Market Listing,600.0,40.0,600.0,40.0,0.5945616883116883
1002860,Köln,Real Market Listing,470.0,25.0,470.0,25.0,0.29017857142857145
1005884,München,Real Market Listing,1200.0,35.0,1200.0,35.0,0.49310064935064934
1000347,Hamburg,Real Market Listing,850.0,50.0,850.0,50.0,0.7974837662337662
1005153,Hamburg,Real Market Listing,548.0,51.0,548.0,51.0,0.8177759740259739
1003034,Köln,Real Market Listing,455.0,23.95,455.0,23.95,0.2688717532467532
1001430,München,Real Market Listing,1300.0,40.0,1300.0,40.0,0.5945616883116883
1006317,Berlin,Real Market Listing,898.0,57.94,898.0,57.94,0.958603896103896
1001554,München,Real Market Listing,510.0,17.0,510.0,17.0,0.12784090909090912
1003931,Hamburg,Real Market Listing,700.0,50.0,700.0,50.0,0.7974837662337662
1006538,Köln,Real Market Listing,750.0,50.0,750.0,50.0,0.7974837662337662
1003960,Berlin,Real Market Listing,450.0,18.0,450.0,18.0,0.1481331168831169
1006150,Berlin,Real Market Listing,780.0,56.5,780.0,56.5,0.9293831168831168
1000549,Berlin,Real Market Listing,1099.0,59.15,1099.0,59.15,0.9831574675324676
1003761,Berlin,Real Market Listing,232.56,32.0,232.56,32.0,0.432224025974026
1003693,Berlin,Real Market Listing,617.0,30.87,617.0,30.87,0.40929383116883117
